25505;#doc=party.2.txt;;;;;;;;;;;;;;
25506;1;За;ЗА;PR;;;а;з;;;;;PR;ЗА;PR
25650;29;группы;ГРУППА;S f inan gen sg;;;ы;п;п;у;р;г;S;ГРУППА;S f inan gen sg
25651;30;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25652;31;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25653;32;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25654;33;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25655;34;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25656;35;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25657;36;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25658;37;челаэка;ЧЕЛАЭК;S m inan gen sg;distort;;а;к;э;а;л;е;S;ЧЕЛАЭК;S m inan gen sg
25659;38;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25660;39;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25661;40;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25662;41;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25663;42;человека;ЧЕЛОВЕК;S m anim gen sg;;;а;к;е;в;о;л;S;ЧЕЛОВЕК;S m anim acc sg
25664;43;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25665;44;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25666;45;";";";";SENT;;;;;;;;;SENT;";";SENT
25667;;;;;;;;;;;;;;;
25668;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25669;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25670;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25671;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25672;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25673;;;;;;;;;;;;;;;
25674;1;три;ТРИ;NUM nom - -;;;и;р;т;;;;NUM;ТРИ;NUM nom - -
25675;2;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
25676;3;поехали;ПОЕХАТЬ;V pf praet pl indic - -;;;и;л;а;х;е;о;V;ПОЕХАТЬ;V pf praet pl indic - -
25677;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25678;5;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
25679;6;еще;ЕЩЕ;ADV -;;;е;щ;е;;;;ADV;ЕЩЕ;ADV -
25680;7;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
25681;8;на;НА;PR;;;а;н;;;;;PR;НА;PR
25682;9;потоке;ПОТОК;S m inan loc sg;;;е;к;о;т;о;п;S;ПОТОК;S m inan loc sg
25683;10;тоже;ТОЖЕ;PART;;;е;ж;о;т;;;PART;ТОЖЕ;PART
25684;11;.;.;SENT;;;;;;;;;SENT;.;SENT
25685;;;;;;;;;;;;;;;
25686;1;Блин;БЛИН;S m inan nom sg;;;н;и;л;б;;;S;БЛИН;S m inan acc sg
25687;2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25688;3;короче;КОРОЧЕ;PART;;;е;ч;о;р;о;к;ADV;КОРОЧЕ;ADV comp
25689;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25690;5;нас;МЫ;SPRO pl 1p - loc;;;с;а;н;;;;SPRO;МЫ;SPRO pl 1p - loc
25691;6;на;НА;PR;;;а;н;;;;;PR;НА;PR
25692;7;потоке;ПОТОК;S m inan loc sg;;;е;к;о;т;о;п;S;ПОТОК;S m inan loc sg
25693;8;сто;СТО;NUM nom - -;;;о;т;с;;;;NUM;СТО;NUM acc - -
25694;9;сорок;СОРОК;NUM nom - -;;;к;о;р;о;с;;NUM;СОРОК;NUM acc - -
25695;10;или;ИЛИ;CONJ;;;и;л;и;;;;CONJ;ИЛИ;CONJ
25696;11;сто;СТО;NUM nom - -;;;о;т;с;;;;NUM;СТО;NUM acc - -
25697;12;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25698;13;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25699;14;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25700;15;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25701;16;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25702;17;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25703;18;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25704;19;шийсят;ШИЙСЯТ;ADV -;distort;;т;я;с;й;и;ш;ADV;ШИЙСЯТ;ADV -
25705;20;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25706;21;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25707;22;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25708;23;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25709;24;шестьдесят;ШЕСТЬДЕСЯТ;NUM nom - -;;;т;я;с;е;д;ь;NUM;ШЕСТЬДЕСЯТ;NUM acc - -
25710;25;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25711;26;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25712;27;";";";";SENT;;;;;;;;;SENT;";";SENT
25713;;;;;;;;;;;;;;;
25714;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25715;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25716;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25717;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25718;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25719;;;;;;;;;;;;;;;
25720;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25721;2;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
25722;3;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
25723;4;поех;ПОЕХ;S m inan acc sg;distort;;х;е;о;п;;;S;ПОЕХ;S m inan acc sg
25724;5;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25725;6;а;А;CONJ;;;а;;;;;;CONJ;А;CONJ
25726;7;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
25727;8;поехало;ПОЕХАТЬ;V pf praet sg indic n -;;;о;л;а;х;е;о;V;ПОЕХАТЬ;V pf praet sg indic n -
25728;9;человек;ЧЕЛОВЕК;S m anim gen pl;;;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim gen pl
25729;10;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25730;11;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25731;12;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25732;13;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25733;14;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25734;15;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25735;16;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25736;17;шийсят;ШИЙСЯТ;ADV -;distort;;т;я;с;й;и;ш;ADV;ШИЙСЯТ;ADV -
25737;18;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25738;19;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25739;20;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25740;21;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25741;22;шестьдесят;ШЕСТЬДЕСЯТ;NUM acc - -;;;т;я;с;е;д;ь;NUM;ШЕСТЬДЕСЯТ;NUM acc - -
25742;23;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25743;24;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25744;25;";";";";SENT;;;;;;;;;SENT;";";SENT
25745;;;;;;;;;;;;;;;
25746;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25747;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25748;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25749;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25750;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25751;;;;;;;;;;;;;;;
25752;1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25753;2;просто;ПРОСТО;ADV -;;;о;т;с;о;р;п;ADV;ПРОСТО;ADV -
25754;3;много;МНОГО;ADV -;;;о;г;о;н;м;;ADV;МНОГО;ADV -
25755;4;отсеялось;ОТСЕЯТЬСЯ;V pf praet sg indic n -;;;ь;с;о;л;я;е;V;ОТСЕЯТЬСЯ;V pf praet sg indic n -
25756;5;.;.;SENT;;;;;;;;;SENT;.;SENT
25757;;;;;;;;;;;;;;;
25758;1;Наташа;НАТАША;S f anim nom sg;;;а;ш;а;т;а;н;S;НАТАША;S f anim nom sg
25759;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
25760;3;Вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
25761;4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25762;5;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
25763;6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25764;7;сначала;СНАЧАЛА;ADV -;;;а;л;а;ч;а;н;ADV;СНАЧАЛА;ADV -
25765;8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25766;9;значит;ЗНАЧИТ;PART;;;т;и;ч;а;н;з;ADV;ЗНАЧИТ;ADV -
25767;10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25768;11;у;У;PR;;;у;;;;;;PR;У;PR
25769;12;нас;МЫ;SPRO pl 1p - loc;;;с;а;н;;;;SPRO;МЫ;SPRO pl 1p - loc
25770;13;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
25771;14;игры;ИГРА;S f inan nom pl;;;ы;р;г;и;;;S;ИГРА;S f inan nom pl
25772;15;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25773;16;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25774;17;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25775;18;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25776;19;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25777;20;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
25778;21;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
25779;22;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25780;23;наслили;НАСЛИТЬ;V pf praet pl indic - -;distort;;и;л;и;л;с;а;V;НАСЛИТЬ;V pf praet pl indic - -
25781;24;”;”;PUNC;;;;;;;;;PUNC;”;PUNC
25782;25;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25783;26;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25784;27;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
25785;28;нас;МЫ;SPRO pl 1p - loc;;;с;а;н;;;;SPRO;МЫ;SPRO pl 1p - loc
25786;29;разделили;РАЗДЕЛИТЬ;V pf praet pl indic - -;;;и;л;и;л;е;д;V;РАЗДЕЛИТЬ;V pf praet pl indic - -
25787;30;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25788;31;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
25789;32;";";";";SENT;;;;;;;;;SENT;";";SENT
25790;;;;;;;;;;;;;;;
25791;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
25792;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
25793;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
25794;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
25795;5;";";";";SENT;;;;;;;;;SENT;";";SENT
25796;;;;;;;;;;;;;;;
25797;1;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
25798;2;командам;КОМАНДА;S f inan dat pl;;;м;а;д;н;а;м;S;КОМАНДА;S f inan dat pl
25799;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25800;4;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART
25801;5;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
25802;6;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
25803;7;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25804;8;рандомно;РАНДОМНО;ADV -;;;о;н;м;о;д;н;A;РАНДОМНЫЙ;A - - sg brev n -
25805;9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25806;10;типа;ТИПА;PART;;;а;п;и;т;;;S;ТИП;S m inan gen sg
25807;11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25808;12;взяли;ВЗЯТЬ;V pf praet pl indic - -;;;и;л;я;з;в;;V;ВЗЯТЬ;V pf praet pl indic - -
25809;13;там;ТАМ;ADV -;;;м;а;т;;;;ADV;ТАМ;ADV -
25810;14;из;ИЗ;PR;;;з;и;;;;;PR;ИЗ;PR
25811;15;одной;ОДИН;A - gen sg plen f -;;;й;о;н;д;о;;A;ОДИН;A - gen sg plen f -
25812;16;группы;ГРУППА;S f inan gen sg;;;ы;п;п;у;р;г;S;ГРУППА;S f inan gen sg
25813;17;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
25814;18;два;ДВА;NUM acc m inan;;;а;в;д;;;;NUM;ДВА;NUM acc m inan
25815;19;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25816;20;по;ПО;PR;;;о;п;;;;;PR;ПО;PR
25817;21;три;ТРИ;NUM nom - -;;;и;р;т;;;;NUM;ТРИ;NUM nom - -
25818;22;человека;ЧЕЛОВЕК;S m anim gen pl;;;а;к;е;в;о;л;S;ЧЕЛОВЕК;S m anim gen sg
25819;23;.;.;SENT;;;;;;;;;SENT;.;SENT
25820;;;;;;;;;;;;;;;
25821;1;И;И;CONJ;;;и;;;;;;CONJ;И;CONJ
25822;2;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
25823;3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25824;4;мы;МЫ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom
25825;5;были;БЫТЬ;V ipf praet pl indic - -;;;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -
25826;6;в;В;PR;;;в;;;;;;PR;В;PR
25827;7;одной;ОДИН;A - loc sg plen f -;;;й;о;н;д;о;;A;ОДИН;A - loc sg plen f -
25828;8;команде;КОМАНДА;S f inan loc sg;;;е;д;н;а;м;о;S;КОМАНДА;S f inan loc sg
25829;9;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
25830;10;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
